NAMESPACE            NAME                                                              READY   STATUS      RESTARTS          AGE
ilens-core           pod/infra-arango-backup-28993320-p2wgj                            0/1     Pending     0                 45h
ilens-core           pod/infra-redis-backup-28993320-gwc6m                             0/1     Pending     0                 45h
ilens-core           pod/kafka-lag-alerts-28993320-w85p2                               0/1     Pending     0                 45h
ilens-core           pod/pod-status-infra-28993320-2xsrp                               0/1     Pending     0                 45h
ilens-core           pod/pod-status-infra-28993335-mzd86                               0/1     Pending     0                 45h
ilens-core           pod/pod-status-infra-28993350-rldt2                               0/1     Pending     0                 44h
ilens-core           pod/kafka-lag-alerts-28993350-cjjbv                               0/1     Pending     0                 44h
ilens-core           pod/pod-status-infra-28993365-sbhnx                               0/1     Pending     0                 44h
ilens-core           pod/pod-status-infra-28993380-t72fw                               0/1     Pending     0                 44h
ilens-core           pod/kafka-lag-alerts-28993380-gjvx2                               0/1     Pending     0                 44h
ilens-core           pod/pod-status-infra-28993395-vtnxg                               0/1     Pending     0                 44h
ilens-core           pod/kafka-lag-alerts-28993410-p87fs                               0/1     Pending     0                 43h
ilens-core           pod/pod-status-infra-28993410-f97vv                               0/1     Pending     0                 43h
ilens-core           pod/pod-status-infra-28993425-b4knw                               0/1     Pending     0                 43h
ilens-core           pod/kafka-lag-alerts-28993440-ntrcz                               0/1     Pending     0                 43h
ilens-core           pod/pod-status-infra-28993440-6cffr                               0/1     Pending     0                 43h
ilens-core           pod/pod-status-infra-28993455-h4kjv                               0/1     Pending     0                 43h
ilens-core           pod/pod-status-infra-28993470-cw6sm                               0/1     Pending     0                 42h
ilens-core           pod/kafka-lag-alerts-28993470-5g6xz                               0/1     Pending     0                 42h
ilens-core           pod/pod-status-infra-28993485-s6qg7                               0/1     Pending     0                 42h
ilens-core           pod/kafka-lag-alerts-28993500-h4sq8                               0/1     Pending     0                 42h
ilens-core           pod/infra-arango-backup-28993500-tj8ht                            0/1     Pending     0                 42h
ilens-core           pod/pod-status-infra-28993500-v7qv9                               0/1     Pending     0                 42h
ilens-core           pod/infra-mongo-backup-28993500-jrznx                             0/1     Pending     0                 42h
ilens-core           pod/pod-status-infra-28993515-z2dqn                               0/1     Pending     0                 42h
ilens-core           pod/pod-status-infra-28993530-5j2jx                               0/1     Pending     0                 41h
ilens-core           pod/kafka-lag-alerts-28993530-pn6dl                               0/1     Pending     0                 41h
ilens-core           pod/pod-status-infra-28993545-cpwhn                               0/1     Pending     0                 41h
ilens-core           pod/kafka-lag-alerts-28993560-rj664                               0/1     Pending     0                 41h
ilens-core           pod/pod-status-infra-28993560-gznj9                               0/1     Pending     0                 41h
ilens-core           pod/pod-status-infra-28993575-2z88z                               0/1     Pending     0                 41h
ilens-core           pod/kafka-lag-alerts-28993590-rknlv                               0/1     Pending     0                 40h
ilens-core           pod/pod-status-infra-28993590-h257r                               0/1     Pending     0                 40h
