NAMESPACE            NAME                                                              READY   STATUS      RESTARTS          AGE
ilens-core           deployment.apps/unifytwin-ftem-documentation                 1/1     1            1           6d16h
ilens-core           deployment.apps/unifytwin-documentation-ftem-release-notes   1/1     1            1           6d16h
ilens-core           deployment.apps/oee-recalculation-celery                     1/1     1            1           6d16h
ilens-core           deployment.apps/ilens-ui                                     1/1     1            1           192d
ilens-core           deployment.apps/events-processor                             2/2     2            2           44d
ilens-core           deployment.apps/events-processor-services                    1/1     1            1           44d
ilens-core           deployment.apps/visualization-4                              2/2     2            2           44d
ilens-core           deployment.apps/oee-services                                 2/2     2            2           6d16h
ilens-core           deployment.apps/oee-scheduled-celery                         2/2     2            2           6d16h
ilens-core           deployment.apps/metadata-services                            1/1     1            1           44d
ilens-core           deployment.apps/hierarchy-services                           1/1     1            1           44d
ilens-core           deployment.apps/global-catalog                               1/1     1            1           44d
kubeflow             deployment.apps/workflow-controller                          1/1     1            1           192d
kyverno              deployment.apps/kyverno-reports-controller                   1/1     1            1           44d
kyverno              deployment.apps/kyverno-background-controller                1/1     1            1           44d
kube-system          deployment.apps/csi-nfs-controller                           1/1     1            1           192d
kyverno              deployment.apps/kyverno-cleanup-controller                   1/1     1            1           44d
kyverno              deployment.apps/kyverno-admission-controller                 1/1     1            1           44d

NAMESPACE            NAME                                                                    DESIRED   CURRENT   READY   AGE
ilens-infra          replicaset.apps/ilens-timeseries1-kairosdb-79c497796c                   0         0         0       192d
ilens-core           replicaset.apps/ilens-ui-6b6c79f6f6                                     0         0         0       192d
ilens-core           replicaset.apps/ilens-ui-798bc9d79d                                     0         0         0       192d
ilens-core           replicaset.apps/ilens-ui-5bfc77954c                                     0         0         0       192d
ilens-core           replicaset.apps/sms-email-utility-5fbd69746                             0         0         0       192d
ilens-core           replicaset.apps/ilens-ui-75dd9d9476                                     0         0         0       192d
ilens-core           replicaset.apps/ilens-ui-54d7d8579                                      0         0         0       192d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-6b65dc4f48       0         0         0       192d
ilens-infra          replicaset.apps/ilens-timeseries1-kairosdb-6bdb99b648                   0         0         0       192d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-5b9f798dbb        0         0         0       192d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-697979cc67            0         0         0       192d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-7c486d9578       0         0         0       48d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-5447c67fd9        0         0         0       48d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-6c786bbbf             0         0         0       48d
ilens-core           replicaset.apps/gotenberg-86965764d7                                    0         0         0       192d
ilens-core           replicaset.apps/unifytwin-documentation-5c78696cdb                      0         0         0       192d
ilens-core           replicaset.apps/audit-management-worker-68f694559                       0         0         0       192d
ilens-core           replicaset.apps/sms-email-utility-6554f45b88                            0         0         0       192d
ilens-core           replicaset.apps/data-processor-worker-869f777766                        0         0         0       192d
ilens-core           replicaset.apps/data-post-processor-5745d4dc6f                          0         0         0       192d
ilens-core           replicaset.apps/timeseries-data-processor-579c7895cf                    0         0         0       192d
ilens-core           replicaset.apps/live-data-processor-78687f9bb9                          0         0         0       192d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-6f9dc4d784            0         0         0       45d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-79d9f76687        0         0         0       45d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-6f886fbdff       0         0         0       45d
ilens-core           replicaset.apps/data-processor-kairos-batchwriting-agent-6877976fc8     0         0         0       192d
ilens-core           replicaset.apps/data-management-celery-546474897b                       0         0         0       192d
ilens-core           replicaset.apps/ilens-ui-588d4874fd                                     0         0         0       192d
ilens-infra          replicaset.apps/ilens-timeseries1-kairosdb-6f57559c97                   0         0         0       48d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-75485fbb7        0         0         0       44d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-76b94d75f8        0         0         0       44d
ilens-core           replicaset.apps/data-processor-event-trigger-768db7b75c                 0         0         0       44d
ilens-core           replicaset.apps/data-processor-history-data-agent-db96fb                0         0         0       44d
ilens-core           replicaset.apps/data-processor-rule-alarm-agent-79bb8fd988              0         0         0       44d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-54c459b79c            0         0         0       44d
ilens-core           replicaset.apps/visualization-4-celery-spc-5f959fb45                    0         0         0       44d
ilens-core           replicaset.apps/visualization-4-celery-69bd477d64                       0         0         0       44d
ilens-core           replicaset.apps/visualization-4-5cdbc6458d                              0         0         0       44d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-5cc7b54747       0         0         0       39d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-65475c87fc        0         0         0       39d
ilens-core           replicaset.apps/data-processor-event-trigger-b8c4449b4                  0         0         0       39d
ilens-core           replicaset.apps/data-processor-history-data-agent-58d6b64656            0         0         0       39d
ilens-core           replicaset.apps/visualization-4-celery-spc-56fd5b7f8f                   0         0         0       39d
ilens-core           replicaset.apps/data-processor-rule-alarm-agent-86bd967845              0         0         0       39d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-856f956477            0         0         0       39d
ilens-core           replicaset.apps/visualization-4-celery-5f875c77f4                       0         0         0       39d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-57856b5dd4       0         0         0       28d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-d7dd489c7         0         0         0       28d
ilens-core           replicaset.apps/data-processor-event-trigger-69f594f69f                 0         0         0       28d
ilens-core           replicaset.apps/data-processor-history-data-agent-67c7bc55c7            0         0         0       28d
ilens-core           replicaset.apps/visualization-4-celery-spc-cd65fdc8d                    0         0         0       28d
ilens-core           replicaset.apps/visualization-4-celery-594867c6fd                       0         0         0       28d
ilens-core           replicaset.apps/visualization-4-668c459cb9                              0         0         0       39d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-7b6b77b478            0         0         0       28d
ilens-core           replicaset.apps/data-processor-rule-alarm-agent-5969fd565b              0         0         0       28d
ilens-infra          replicaset.apps/ilens-timeseries1-kairosdb-749c45fcf4                   0         0         0       44d
ilens-infra          replicaset.apps/ilens-timeseries1-kairosdb-5dbbd46d4c                   0         0         0       27d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-7f5fdc644c       0         0         0       27d
ilens-core           replicaset.apps/data-processor-event-trigger-777f95b664                 0         0         0       27d
ilens-core           replicaset.apps/data-processor-history-data-agent-5f5f69858b            0         0         0       27d
ilens-core           replicaset.apps/visualization-4-celery-spc-7c95d98898                   0         0         0       27d
ilens-core           replicaset.apps/visualization-4-celery-764f75cc46                       0         0         0       27d
ilens-core           replicaset.apps/data-processor-rule-alarm-agent-599d5c64b5              0         0         0       27d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-855b99cd84        0         0         0       27d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-84548bf7c4            0         0         0       27d
ilens-core           replicaset.apps/visualization-4-c4856d6df                               0         0         0       27d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-6fdf94b88        0         0         0       20d
ilens-core           replicaset.apps/data-processor-event-trigger-5b989d9598                 0         0         0       20d
ilens-core           replicaset.apps/data-processor-history-data-agent-9c7ddc959             0         0         0       20d
ilens-core           replicaset.apps/visualization-4-celery-spc-865c597b98                   0         0         0       20d
ilens-core           replicaset.apps/visualization-4-celery-5987d4bcb5                       0         0         0       20d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-66d6cbb879            0         0         0       20d
ilens-core           replicaset.apps/data-processor-rule-alarm-agent-ddbfcfb8d               0         0         0       20d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-57786865cb        0         0         0       20d
ilens-core           replicaset.apps/visualization-4-69d87f4fb8                              0         0         0       20d
ilens-infra          replicaset.apps/redis-db-5dd86fc8f6                                     1         1         1       192d
kubeflow             replicaset.apps/ml-pipeline-persistenceagent-5dd67fb546                 1         1         1       192d
ilens-infra          replicaset.apps/pgo-664b7b8cfd                                          1         1         1       192d
kube-system          replicaset.apps/local-path-provisioner-864f6ff87b                       1         1         1       192d
kubeflow             replicaset.apps/metadata-writer-b48f7c94                                1         1         1       192d
nfs-system           replicaset.apps/nfs-server-68859c9bf8                                   1         1         1       192d
kubeflow             replicaset.apps/metadata-envoy-deployment-6b5fd76c7                     1         1         1       192d
ilens-core           replicaset.apps/kafka-message-alert-797666b6d6                          1         1         1       192d
kubeflow             replicaset.apps/minio-7d74f98b5                                         1         1         1       192d
kubeflow             replicaset.apps/ml-pipeline-scheduledworkflow-86b76b6db9                1         1         1       192d
ilens-infra          replicaset.apps/minio-845877cc5b                                        1         1         1       44d
container-registry   replicaset.apps/infra-container-registry-56d944c986                     1         1         1       192d
kubeflow             replicaset.apps/mysql-6f8b4f5fbd                                        1         1         1       192d
kubeflow             replicaset.apps/controller-manager-7bdcc4cb4c                           1         1         1       192d
nfs-system           replicaset.apps/nfs-server-backup-6bd455b9d4                            1         1         1       192d
kube-system          replicaset.apps/metrics-server-67c658944b                               1         1         1       192d
ilens-infra          replicaset.apps/postgres-pgbouncer-54c86454f7                           1         1         1       192d
kube-system          replicaset.apps/coredns-6799fbcd5                                       1         1         1       192d
kubeflow             replicaset.apps/metadata-grpc-deployment-5868d64875                     1         1         1       192d
istio-system         replicaset.apps/istiod-58bcb94b48                                       1         1         1       192d
istio-system         replicaset.apps/istio-ingressgateway-64dc7bff                           1         1         1       192d
kubeflow             replicaset.apps/cache-deployer-deployment-775b4bf8b8                    1         1         1       192d
kubeflow             replicaset.apps/ml-pipeline-7766994775                                  1         1         1       192d
kubeflow             replicaset.apps/cache-server-646cc7bc75                                 1         1         1       192d
kubeflow             replicaset.apps/ml-pipeline-viewer-crd-d77549647                        1         1         1       192d
ilens-core           replicaset.apps/unifytwin-documentation-6dc6b689d6                      1         1         1       44d
kubeflow             replicaset.apps/ml-pipeline-visualizationserver-74b6f476c4              1         1         1       192d
ilens-core           replicaset.apps/ingestion-data-processor-6f58dbd574                     1         1         1       44d
kubeflow             replicaset.apps/ml-pipeline-ui-7dc48bd9b9                               1         1         1       192d
ilens-core           replicaset.apps/live-data-processor-75fddb588f                          1         1         1       44d
ilens-core           replicaset.apps/workflow-management-backfill-worker-79bdd6fd5c          1         1         1       44d
ilens-core           replicaset.apps/data-processor-resource-monitoring-5bc5d7d57            1         1         1       44d
ilens-core           replicaset.apps/timeseries-data-processor-5488775585                    1         1         1       44d
ilens-core           replicaset.apps/ilens-notifications-batch-email-trigger-5ddfdbc4db      1         1         1       44d
ilens-infra          replicaset.apps/arango-operator-689555d444                              1         1         1       192d
ilens-core           replicaset.apps/sms-email-utility-69b679c6d7                            1         1         1       44d
ilens-core           replicaset.apps/postgres-data-processor-848b9fcccd                      1         1         1       44d
ilens-core           replicaset.apps/data-post-processor-57d9ff6899                          1         1         1       44d
ilens-core           replicaset.apps/data-processor-worker-8458455d45                        1         1         1       44d
ilens-core           replicaset.apps/graph-explorer-5c977dc57d                               1         1         1       44d
ilens-infra          replicaset.apps/infra-keycloak-66b68489f                                1         1         1       192d
ilens-core           replicaset.apps/ilens-audit-tracker-mail-worker-66f45d6778              1         1         1       44d
ilens-core           replicaset.apps/workflow-management-backfill-schedule-9b995bcf5         1         1         1       44d
ilens-core           replicaset.apps/data-processor-event-trigger-9d6fd7749                  1         1         1       18d
ilens-core           replicaset.apps/ebpr-periodic-data-engine-7bcfcd7767                    3         3         3       44d
ilens-core           replicaset.apps/gotenberg-7d9f4fb685                                    1         1         1       44d
ilens-core           replicaset.apps/ebpr-report-engine-7df5494f6f                           3         3         3       44d
ilens-core           replicaset.apps/model-management-6545484dd5                             1         1         1       44d
ilens-core           replicaset.apps/digital-twin-engine-6b8898bd84                          1         1         1       44d
ilens-core           replicaset.apps/custom-form-services-57fb5b79f6                         3         3         3       44d
ilens-core           replicaset.apps/device-control-plane-55f48f5cd5                         1         1         1       44d
ilens-core           replicaset.apps/dynamic-proxies-5787b5cb6b                              3         3         3       44d
ilens-core           replicaset.apps/ilens-scheduler-67b88db9b5                              1         1         1       44d
ilens-core           replicaset.apps/product-management-5f4954cfcf                           3         3         3       44d
ilens-core           replicaset.apps/plugin-manager-85bcf9868c                               1         1         1       44d
ilens-core           replicaset.apps/user-management-556867b8bd                              1         1         1       44d
ilens-core           replicaset.apps/flow-parser-pipeline-builder-8bcdd4c44                  1         1         1       44d
ilens-core           replicaset.apps/ilens-license-validator-7cdd667668                      1         1         1       44d
ilens-core           replicaset.apps/notification-engine-7f6c887ddd                          1         1         1       44d
ilens-core           replicaset.apps/event-explorer-7ddb94ddcf                               1         1         1       44d
ilens-core           replicaset.apps/app-configurator-6f68684c9f                             1         1         1       44d
ilens-core           replicaset.apps/audit-management-worker-775dbf4d5f                      1         1         1       44d
ilens-infra          replicaset.apps/ilens-timeseries1-kairosdb-6667dff9d8                   1         1         1       20d
ilens-core           replicaset.apps/event-explorer-web-7d44b5b488                           1         1         1       44d
ilens-core           replicaset.apps/data-processor-history-data-agent-66b6787b69            1         1         1       18d
ilens-core           replicaset.apps/ebpr-report-engine-schedule-history-65c6fd89c9          1         1         1       44d
ilens-core           replicaset.apps/digital-twin-service-57d4bbb45c                         1         1         1       44d
ilens-core           replicaset.apps/data-management-celery-55699b6b9c                       2         2         2       44d
ilens-core           replicaset.apps/digital-signature-766d844b44                            1         1         1       44d
ilens-core           replicaset.apps/ilens-audit-tracker-worker-65896d9958                   1         1         1       44d
ilens-core           replicaset.apps/data-processor-rule-alarm-agent-56c8ccfb45              1         1         1       18d
ilens-core           replicaset.apps/data-processor-aggregate-execute-agent-58dd594c4f       1         1         1       18d
ilens-core           replicaset.apps/data-import-6d46f69d94                                  2         2         2       44d
ilens-core           replicaset.apps/ilens-audit-tracker-57cd5f5bcb                          2         2         2       44d
ilens-core           replicaset.apps/device-control-plane-web-88c674c6b                      2         2         2       44d
ilens-core           replicaset.apps/ebpr-report-engine-celery-6f56f58d94                    2         2         2       44d
ilens-core           replicaset.apps/data-processor-rule-execute-agent-7bf6fdddc8            1         1         1       18d
ilens-core           replicaset.apps/data-processor-dep-rule-execute-agent-b796d7ccf         1         1         1       18d
ilens-core           replicaset.apps/audit-management-5598bc64d8                             2         2         2       44d
ilens-core           replicaset.apps/form-management-6b69855c79                              2         2         2       44d
ilens-core           replicaset.apps/ilens-task-tracker-5f5fbcbbbd                           1         1         1       44d
ilens-core           replicaset.apps/ebpr-periodic-data-engine-celery-577cb8b5fc             1         1         1       44d
ilens-core           replicaset.apps/data-processor-kairos-batchwriting-agent-6664b65487     1         1         1       44d
ilens-core           replicaset.apps/workflow-management-97d6bd898                           1         1         1       44d
ilens-core           replicaset.apps/visualization-4-celery-spc-58bdb8dc6f                   1         1         1       18d
ilens-core           replicaset.apps/visualization-4-celery-79664d754f                       1         1         1       18d
ilens-core           replicaset.apps/rules-alerts-services-5b857b4fd7                        2         2         2       44d
ilens-core           replicaset.apps/custom-reports-5bbb57cc87                               1         1         1       6d16h
ilens-core           replicaset.apps/unifytwin-ftem-documentation-5dbdffc79d                 1         1         1       6d16h
ilens-core           replicaset.apps/unifytwin-documentation-ftem-release-notes-5b9f7bd548   1         1         1       6d16h
ilens-core           replicaset.apps/ilens-ui-54864b77d5                                     0         0         0       44d
ilens-core           replicaset.apps/ilens-ui-6d9b9cdb86                                     0         0         0       6d16h
ilens-core           replicaset.apps/oee-recalculation-celery-7675f9dfc                      1         1         1       6d16h
ilens-core           replicaset.apps/ilens-ui-5867bf4cd5                                     0         0         0       6d16h
ilens-core           replicaset.apps/ilens-ui-6bcdd9bd89                                     1         1         1       6d15h
ilens-core           replicaset.apps/ilens-ui-75b4b5c9d7                                     0         0         0       6d16h
ilens-core           replicaset.apps/events-processor-7db5d67cf9                             2         2         2       6d15h
ilens-core           replicaset.apps/events-processor-7bd77b6ccd                             0         0         0       44d
ilens-core           replicaset.apps/events-processor-services-667b54859b                    0         0         0       44d
ilens-core           replicaset.apps/events-processor-services-67fd565fc7                    1         1         1       6d15h
ilens-core           replicaset.apps/visualization-4-6f6c686df                               2         2         2       18d
ilens-core           replicaset.apps/oee-services-7fffb7444c                                 2         2         2       6d16h
ilens-core           replicaset.apps/oee-scheduled-celery-6d6fb699dc                         2         2         2       6d16h
ilens-core           replicaset.apps/metadata-services-59f8bc897b                            1         1         1       44d
ilens-core           replicaset.apps/hierarchy-services-5db85c7585                           1         1         1       44d
ilens-core           replicaset.apps/global-catalog-6787b597dd                               1         1         1       44d
kubeflow             replicaset.apps/workflow-controller-599ddb99f4                          1         1         1       192d
kyverno              replicaset.apps/kyverno-reports-controller-d455cb598                    1         1         1       44d
kyverno              replicaset.apps/kyverno-background-controller-d8d4bcd57                 1         1         1       44d
kube-system          replicaset.apps/csi-nfs-controller-5fd5d56766                           1         1         1       192d
kyverno              replicaset.apps/kyverno-cleanup-controller-56b45ccf68                   1         1         1       44d
kyverno              replicaset.apps/kyverno-admission-controller-54fbdc6df8                 1         1         1       44d

NAMESPACE     NAME                                     READY   AGE
ilens-infra   statefulset.apps/mongo-replica           1/1     192d
ilens-infra   statefulset.apps/postgres-repo-host      1/1     192d
ilens-infra   statefulset.apps/mongo-replica-arbiter   1/1     192d
ilens-infra   statefulset.apps/mqtt                    1/1     192d
ilens-infra   statefulset.apps/postgres-replica-lh6q   1/1     192d
ilens-infra   statefulset.apps/zookeeper               1/1     192d
ilens-infra   statefulset.apps/kafka                   1/1     192d
ilens-infra   statefulset.apps/cassandra               1/1     192d

NAMESPACE      NAME                                                                              REFERENCE                                            TARGETS            MINPODS   MAXPODS   REPLICAS   AGE
ilens-core     horizontalpodautoscaler.autoscaling/unifytwin-documentation-hpa                   Deployment/unifytwin-documentation                   0%/85%, 7%/85%     1         3         1          192d
ilens-core     horizontalpodautoscaler.autoscaling/ilens-notifications-batch-email-trigger-hpa   Deployment/ilens-notifications-batch-email-trigger   0%/85%, 19%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/digital-signature-hpa                         Deployment/digital-signature                         4%/85%, 54%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/ebpr-periodic-data-engine-hpa                 Deployment/ebpr-periodic-data-engine                 4%/85%, 65%/85%    1         3         3          44d
ilens-core     horizontalpodautoscaler.autoscaling/data-import-hpa                               Deployment/data-import                               2%/85%, 56%/85%    1         3         2          44d
ilens-core     horizontalpodautoscaler.autoscaling/app-configurator-hpa                          Deployment/app-configurator                          4%/85%, 54%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/event-explorer-web-hpa                        Deployment/event-explorer-web                        1%/85%, 19%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/event-explorer-hpa                            Deployment/event-explorer                            4%/85%, 35%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/notification-engine-hpa                       Deployment/notification-engine                       2%/85%, 22%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/ebpr-periodic-data-engine-celery-hpa          Deployment/ebpr-periodic-data-engine-celery          4%/85%, 29%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/workflow-management-hpa                       Deployment/workflow-management                       4%/85%, 43%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/ebpr-report-engine-hpa                        Deployment/ebpr-report-engine                        2%/85%, 62%/85%    1         3         3          44d
ilens-core     horizontalpodautoscaler.autoscaling/visualization-4-hpa                           Deployment/visualization-4                           3%/85%, 56%/85%    1         3         2          44d
ilens-core     horizontalpodautoscaler.autoscaling/ilens-audit-tracker-hpa                       Deployment/ilens-audit-tracker                       10%/85%, 53%/85%   1         3         2          44d
ilens-core     horizontalpodautoscaler.autoscaling/hierarchy-services-hpa                        Deployment/hierarchy-services                        4%/85%, 43%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/visualization-4-celery-spc-hpa                Deployment/visualization-4-celery-spc                3%/85%, 35%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/ilens-audit-tracker-worker-hpa                Deployment/ilens-audit-tracker-worker                10%/85%, 42%/85%   1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/metadata-services-hpa                         Deployment/metadata-services                         2%/85%, 40%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/oee-scheduled-celery-hpa                      Deployment/oee-scheduled-celery                      4%/85%, 68%/85%    1         3         2          6d16h
ilens-core     horizontalpodautoscaler.autoscaling/ilens-task-tracker-hpa                        Deployment/ilens-task-tracker                        8%/85%, 34%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/rules-alerts-services-hpa                     Deployment/rules-alerts-services                     6%/85%, 47%/85%    1         3         2          44d
ilens-core     horizontalpodautoscaler.autoscaling/device-control-plane-web-hpa                  Deployment/device-control-plane-web                  4%/85%, 61%/85%    1         3         2          44d
ilens-core     horizontalpodautoscaler.autoscaling/audit-management-hpa                          Deployment/audit-management                          2%/85%, 53%/85%    1         3         2          44d
ilens-core     horizontalpodautoscaler.autoscaling/device-control-plane-hpa                      Deployment/device-control-plane                      6%/85%, 37%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/digital-twin-service-hpa                      Deployment/digital-twin-service                      4%/85%, 18%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/form-management-hpa                           Deployment/form-management                           4%/85%, 50%/85%    1         3         2          44d
ilens-core     horizontalpodautoscaler.autoscaling/custom-form-services-hpa                      Deployment/custom-form-services                      2%/85%, 72%/85%    1         3         3          44d
ilens-core     horizontalpodautoscaler.autoscaling/ebpr-report-engine-schedule-history-hpa       Deployment/ebpr-report-engine-schedule-history       5%/85%, 31%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/global-catalog-hpa                            Deployment/global-catalog                            5%/85%, 48%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/product-management-hpa                        Deployment/product-management                        2%/85%, 69%/85%    1         3         3          44d
ilens-core     horizontalpodautoscaler.autoscaling/user-management-hpa                           Deployment/user-management                           1%/85%, 35%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/audit-management-worker-hpa                   Deployment/audit-management-worker                   6%/85%, 46%/85%    1         3         1          192d
ilens-core     horizontalpodautoscaler.autoscaling/data-management-celery-hpa                    Deployment/data-management-celery                    2%/85%, 65%/85%    1         3         2          44d
istio-system   horizontalpodautoscaler.autoscaling/istio-ingressgateway                          Deployment/istio-ingressgateway                      8%/80%             1         5         1          192d
istio-system   horizontalpodautoscaler.autoscaling/istiod                                        Deployment/istiod                                    0%/80%             1         5         1          192d
ilens-core     horizontalpodautoscaler.autoscaling/oee-services-hpa                              Deployment/oee-services                              6%/85%, 58%/85%    1         3         2          6d16h
ilens-core     horizontalpodautoscaler.autoscaling/oee-recalculation-celery-hpa                  Deployment/oee-recalculation-celery                  3%/85%, 57%/85%    1         3         1          6d16h
ilens-core     horizontalpodautoscaler.autoscaling/visualization-4-celery-hpa                    Deployment/visualization-4-celery                    3%/85%, 29%/85%    1         3         1          44d
ilens-core     horizontalpodautoscaler.autoscaling/ebpr-report-engine-celery-hpa                 Deployment/ebpr-report-engine-celery                 3%/85%, 52%/85%    1         3         2          44d

NAMESPACE     NAME                                                      SCHEDULE         SUSPEND   ACTIVE   LAST SCHEDULE   AGE
ilens-core    cronjob.batch/restart-core-pods                           00 20 */4 * *    False     2        3d1h            192d
ilens-core    cronjob.batch/restart-infra-pods                          10 15 * * 5      False     2        2d6h            192d
ilens-infra   cronjob.batch/postgres-repo1-full                         0 3 * * 0        False     1        18h             192d
ilens-core    cronjob.batch/pod-status-core                             15 10,22 * * *   False     9        11h             192d
ilens-core    cronjob.batch/infra-redis-backup                          0 */12 * * *     False     9        9h              192d
ilens-core    cronjob.batch/infra-postgres-backup                       0 */12 * * *     False     9        9h              192d
ilens-core    cronjob.batch/infra-kairosdb-incremental-backup           0 */6 * * *      False     28       3h27m           192d
ilens-core    cronjob.batch/infra-mongo-backup                          0 */3 * * *      False     55       27m             192d
ilens-core    cronjob.batch/infra-arango-backup                         0 */3 * * *      False     55       27m             192d
ilens-core    cronjob.batch/kafka-lag-alerts                            */30 * * * *     False     231      27m             192d
ilens-core    cronjob.batch/pod-status-infra                            */15 * * * *     False     463      12m             192d
kyverno       cronjob.batch/kyverno-cleanup-admission-reports           */10 * * * *     False     0        7m21s           44d
kyverno       cronjob.batch/kyverno-cleanup-cluster-ephemeral-reports   */10 * * * *     False     0        7m21s           44d
kyverno       cronjob.batch/kyverno-cleanup-ephemeral-reports           */10 * * * *     False     0        7m21s           44d
kyverno       cronjob.batch/kyverno-cleanup-cluster-admission-reports   */10 * * * *     False     0        7m21s           44d
kyverno       cronjob.batch/kyverno-cleanup-update-requests             */10 * * * *     False     0        7m21s           44d

NAMESPACE     NAME                                                           COMPLETIONS   DURATION   AGE
ilens-core    job.batch/standard-project-files-restore-job                   1/1           75s        192d
ilens-core    job.batch/freshdump-restore-job                                1/1           23s        192d
ilens-core    job.batch/keyclock-data-restore-job                            1/1           10s        192d
ilens-core    job.batch/keyclock-url-update-job                              1/1           4s         192d
ilens-core    job.batch/kairosdb-data-restore-job                            1/1           7s         192d
ilens-core    job.batch/create-smtp-gateway-job                              1/1           7s         192d
ilens-core    job.batch/infra-kairosdb-incremental-backup-28929600           0/1           45d        45d
ilens-core    job.batch/dp-volumes-files-restore-job                         1/1           5s         44d
ilens-core    job.batch/core-volumes-permission-job                          1/1           6s         44d
ilens-core    job.batch/db-upgrade-v7-10-march-release                       1/1           47s        44d
ilens-core    job.batch/db-upgrade-v7-10-01-release                          1/1           22s        44d
ilens-core    job.batch/db-upgrade-v7-11-0-release                           1/1           28s        44d
ilens-core    job.batch/agent-bundle-restore-job                             1/1           2m4s       44d
ilens-core    job.batch/restart-infra-pods-28962550                          1/1           30m        20d
ilens-core    job.batch/infra-kairosdb-incremental-backup-28969920           1/1           103s       18d
ilens-core    job.batch/restart-core-pods-28970040                           1/1           53m        18d
ilens-core    job.batch/infra-mongo-backup-28970100                          1/1           5m59s      18d
ilens-core    job.batch/infra-arango-backup-28970100                         1/1           6m9s       18d
ilens-core    job.batch/infra-mongo-backup-28986300                          0/1           6d16h      6d16h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28986120           0/1           6d16h      6d16h
ilens-core    job.batch/infra-arango-backup-28986300                         0/1           6d16h      6d16h
ilens-core    job.batch/restart-core-pods-28985880                           0/1           6d16h      6d16h
ilens-core    job.batch/restart-infra-pods-28982710                          0/1           6d16h      6d16h
ilens-core    job.batch/ft-em-app                                            1/1           23s        6d16h
ilens-core    job.batch/ft-ppm-app                                           1/1           14m        6d15h
ilens-core    job.batch/infra-arango-backup-28986480                         0/1           6d15h      6d15h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28986480           0/1           6d15h      6d15h
ilens-core    job.batch/infra-mongo-backup-28986480                          0/1           6d15h      6d15h
ilens-core    job.batch/infra-mongo-backup-28986660                          0/1           6d12h      6d12h
ilens-core    job.batch/infra-arango-backup-28986660                         0/1           6d12h      6d12h
ilens-core    job.batch/infra-mongo-backup-28986840                          0/1           6d9h       6d9h
ilens-core    job.batch/infra-arango-backup-28986840                         0/1           6d9h       6d9h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28986840           0/1           6d9h       6d9h
ilens-core    job.batch/infra-mongo-backup-28987020                          0/1           6d6h       6d6h
ilens-core    job.batch/infra-arango-backup-28987020                         0/1           6d6h       6d6h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28987200           0/1           6d3h       6d3h
